vector,label
"[-0.08206747  0.23440209  0.06568739  0.10698879 -0.04144296 -0.44184762
  0.07442597  0.5657553  -0.13509198 -0.22405596 -0.00321991 -0.4468316
 -0.1990354   0.08862328  0.10926888 -0.26548526  0.04927702 -0.3279297
 -0.02600928 -0.3946286   0.17380984  0.1126039   0.17689511 -0.21614212
 -0.13484272  0.07670031 -0.18547983 -0.24983753 -0.24688505  0.03396515
  0.2876199   0.06972534  0.07715667 -0.16404782 -0.06775869  0.2672796
  0.0599317  -0.25862166 -0.09663104 -0.5169184   0.12729484 -0.27106717
 -0.16142976 -0.02205664  0.21324496 -0.00603492 -0.15249072 -0.0261658
  0.15466884  0.20164543  0.05403279 -0.23640715  0.00288824 -0.10919883
 -0.21281546  0.19841625  0.15547384 -0.05791567 -0.2452639   0.05908608
  0.09184552  0.13470477 -0.09838693 -0.05186548 -0.2978633   0.29133818
  0.07479891  0.1765167  -0.43948144  0.38179576 -0.06318565  0.07285457
  0.22456412 -0.01552977  0.27052027  0.1316058   0.06235037 -0.04637109
 -0.24871717  0.02815516 -0.1561197  -0.03385798 -0.27707717  0.43576592
 -0.07775403  0.03611693  0.15220167  0.20402628  0.34537843  0.1067018
  0.37509727  0.05167807 -0.06886324  0.09415608  0.40921977  0.4058708
  0.07421398 -0.34316394  0.0697467  -0.02758835]",1
"[-0.05470993  0.18295711  0.04588205  0.08587933 -0.02091216 -0.33913845
  0.04594136  0.4347372  -0.09890671 -0.17565018  0.00644844 -0.34938958
 -0.1577304   0.08196644  0.08843693 -0.2020015   0.039148   -0.25753275
 -0.00487068 -0.30790564  0.14443354  0.08132052  0.13485803 -0.17457588
 -0.09736358  0.0721008  -0.1581333  -0.18432896 -0.19333139  0.0339404
  0.21445893  0.05233425  0.05301177 -0.12691487 -0.06131705  0.21794575
  0.03726231 -0.20739254 -0.09399214 -0.40713918  0.09142567 -0.21164738
 -0.10818267 -0.00507456  0.17505279 -0.00492171 -0.12370975 -0.02567093
  0.11236327  0.1650919   0.03190258 -0.16885093 -0.00061244 -0.0929236
 -0.1722551   0.14520647  0.10705516 -0.05258898 -0.19953401  0.03824345
  0.07070129  0.10089541 -0.07318482 -0.02806868 -0.24286172  0.21787569
  0.07315606  0.15316033 -0.3466017   0.302908   -0.04237659  0.05460557
  0.15732704 -0.01183351  0.20929633  0.11441057  0.04533877 -0.02454825
 -0.19164453  0.02541605 -0.12573296 -0.03546081 -0.22623214  0.34735864
 -0.06130008  0.03938058  0.1278901   0.16972059  0.25673968  0.08037601
  0.28170365  0.03803997 -0.05148741  0.07293905  0.30448171  0.32173198
  0.04449507 -0.25980183  0.06205109 -0.01327001]",2
"[-6.97476640e-02  2.29640365e-01  5.97247854e-02  1.10139444e-01
 -2.93176807e-02 -4.38345015e-01  6.19415455e-02  5.59600592e-01
 -1.27543285e-01 -2.24344268e-01  9.41346027e-03 -4.48287398e-01
 -2.07314685e-01  1.05103500e-01  1.17126472e-01 -2.57262349e-01
  4.95550558e-02 -3.33563238e-01 -7.62374559e-03 -3.94329071e-01
  1.85932413e-01  1.06487572e-01  1.74213260e-01 -2.20660195e-01
 -1.22926958e-01  9.07459185e-02 -1.97992876e-01 -2.32728019e-01
 -2.47772887e-01  4.25008871e-02  2.76439339e-01  6.89453408e-02
  6.88801333e-02 -1.61445722e-01 -7.43323117e-02  2.79328555e-01
  5.14627993e-02 -2.64568061e-01 -1.20418526e-01 -5.23211658e-01
  1.19168513e-01 -2.68913120e-01 -1.40529349e-01 -4.87619871e-03
  2.27643803e-01 -3.40731279e-03 -1.54507264e-01 -3.08370627e-02
  1.47997811e-01  2.15422437e-01  3.96021493e-02 -2.18541637e-01
 -3.15495447e-04 -1.19887516e-01 -2.21209496e-01  1.83625624e-01
  1.36689454e-01 -6.55163974e-02 -2.52078384e-01  5.07210568e-02
  9.12867188e-02  1.29749984e-01 -9.07465592e-02 -3.70003395e-02
 -3.12839121e-01  2.77145773e-01  9.09829810e-02  1.99449286e-01
 -4.45278168e-01  3.88858646e-01 -5.21648116e-02  7.06532225e-02
  2.04798773e-01 -1.19188474e-02  2.66696930e-01  1.47510558e-01
  5.70610166e-02 -3.25475261e-02 -2.49340937e-01  3.39788385e-02
 -1.57237157e-01 -4.26823795e-02 -2.88799793e-01  4.43119079e-01
 -7.94330165e-02  5.23014255e-02  1.63262621e-01  2.16960713e-01
  3.31456840e-01  1.05912492e-01  3.57897371e-01  4.82301489e-02
 -6.45987466e-02  9.18926150e-02  3.87957424e-01  4.10236090e-01
  6.18585683e-02 -3.34270418e-01  8.16110522e-02 -2.14394610e-02]",2
"[-5.58330305e-02  1.74073741e-01  4.38133590e-02  8.20056573e-02
 -2.07840540e-02 -3.28649640e-01  4.81125787e-02  4.20398653e-01
 -9.71139222e-02 -1.70683309e-01  8.94868746e-03 -3.37020695e-01
 -1.51667044e-01  7.71060959e-02  8.82573053e-02 -1.93948045e-01
  3.73095013e-02 -2.50885725e-01 -3.64179164e-03 -2.99209356e-01
  1.37773380e-01  8.05771649e-02  1.30608842e-01 -1.67224377e-01
 -9.38501880e-02  6.85735270e-02 -1.52129769e-01 -1.76517054e-01
 -1.87056214e-01  3.31175663e-02  2.08114013e-01  5.18180355e-02
  5.14107198e-02 -1.23016872e-01 -5.80414645e-02  2.08671361e-01
  3.48204151e-02 -1.99764878e-01 -9.00690556e-02 -3.94566715e-01
  9.10495445e-02 -2.05767706e-01 -1.04422100e-01 -2.70101009e-03
  1.70008391e-01 -4.24789870e-03 -1.17967166e-01 -2.38535013e-02
  1.09659873e-01  1.59492046e-01  3.24205644e-02 -1.62622333e-01
 -1.82013773e-05 -8.75420198e-02 -1.67744324e-01  1.37346014e-01
  1.03401773e-01 -4.99723516e-02 -1.90292999e-01  4.01142538e-02
  6.64403662e-02  9.68354568e-02 -7.05008507e-02 -2.82684248e-02
 -2.36367285e-01  2.10675925e-01  7.18027875e-02  1.47076726e-01
 -3.33206832e-01  2.93061763e-01 -3.96953486e-02  5.46164066e-02
  1.54040411e-01 -9.45071690e-03  2.01764733e-01  1.12112187e-01
  4.48518656e-02 -2.56596152e-02 -1.87601179e-01  2.25282703e-02
 -1.21359587e-01 -3.58343609e-02 -2.15610579e-01  3.36845994e-01
 -5.96654862e-02  3.92714292e-02  1.19952090e-01  1.63012639e-01
  2.50136763e-01  7.99221620e-02  2.71465093e-01  3.51614133e-02
 -4.96249571e-02  6.85114861e-02  2.92360425e-01  3.09257448e-01
  4.79449481e-02 -2.53545642e-01  6.10113218e-02 -1.36727365e-02]",1
"[-0.05568836  0.18878321  0.04441217  0.08601043 -0.0223623  -0.3530263
  0.05211085  0.45190254 -0.1046786  -0.18434471  0.00633796 -0.3656846
 -0.1634654   0.08682491  0.09598103 -0.20909631  0.04249496 -0.2674185
 -0.00629344 -0.32213023  0.15294895  0.08565956  0.14102887 -0.17991394
 -0.09927588  0.0731428  -0.16399571 -0.19189197 -0.20386717  0.03611563
  0.22540177  0.05739642  0.05400306 -0.1316172  -0.06429128  0.22677016
  0.0400136  -0.21671979 -0.09829091 -0.4253776   0.09425279 -0.21966897
 -0.11368007 -0.00419307  0.18532054 -0.00156333 -0.12830603 -0.0244479
  0.12116942  0.17447859  0.0346155  -0.17445555  0.00097776 -0.0967722
 -0.1815731   0.14765894  0.10997766 -0.05369772 -0.20707849  0.04134758
  0.07552496  0.10387359 -0.07625835 -0.02869208 -0.2534173   0.22635892
  0.07402082  0.15929641 -0.36027515  0.31251734 -0.04352502  0.05868236
  0.16564168 -0.01049117  0.21524242  0.11915428  0.04841294 -0.024772
 -0.19935575  0.02640864 -0.12899742 -0.04045695 -0.23298717  0.35853302
 -0.06554201  0.04095164  0.13194023  0.17395681  0.2694522   0.08701017
  0.29172146  0.04055265 -0.05313702  0.07493565  0.31686294  0.33370697
  0.04898424 -0.27191553  0.06693962 -0.01402388]",1
"[-7.77688399e-02  2.40576461e-01  6.23535067e-02  1.16839580e-01
 -2.99383346e-02 -4.53797370e-01  6.67149350e-02  5.79695761e-01
 -1.33411065e-01 -2.38068342e-01  9.11477301e-03 -4.66954917e-01
 -2.08668604e-01  1.05902940e-01  1.19371116e-01 -2.67229706e-01
  5.52766584e-02 -3.42860669e-01 -1.25609441e-02 -4.11762565e-01
  1.90903261e-01  1.12705462e-01  1.81111440e-01 -2.29953572e-01
 -1.29705608e-01  9.48954001e-02 -2.07227871e-01 -2.42032230e-01
 -2.57360727e-01  4.46853600e-02  2.87621111e-01  7.19529390e-02
  7.13054165e-02 -1.72331735e-01 -7.86682814e-02  2.87708610e-01
  5.37256449e-02 -2.72161514e-01 -1.22031920e-01 -5.40087581e-01
  1.27178833e-01 -2.83022434e-01 -1.49741441e-01 -8.46701022e-03
  2.34553501e-01 -3.15209874e-03 -1.63916364e-01 -3.38930190e-02
  1.57620013e-01  2.21271217e-01  4.55440693e-02 -2.28325784e-01
 -4.82128999e-05 -1.23571493e-01 -2.30830833e-01  1.94986030e-01
  1.44142523e-01 -6.65005371e-02 -2.61989444e-01  5.62764369e-02
  9.42658186e-02  1.33805290e-01 -9.55318138e-02 -4.02819738e-02
 -3.20576042e-01  2.92501092e-01  9.23416018e-02  2.01400757e-01
 -4.57420021e-01  4.03743833e-01 -5.63479513e-02  7.23360181e-02
  2.15312228e-01 -1.26851117e-02  2.78285116e-01  1.49901167e-01
  6.37555420e-02 -3.54779325e-02 -2.53657609e-01  3.26553248e-02
 -1.67751610e-01 -4.30736579e-02 -2.96449721e-01  4.59559351e-01
 -8.00371319e-02  5.07839955e-02  1.66652605e-01  2.20497549e-01
  3.48497719e-01  1.08242579e-01  3.78294200e-01  5.06645776e-02
 -6.84814528e-02  9.50862169e-02  4.07058686e-01  4.25512880e-01
  6.61294386e-02 -3.50757092e-01  8.06893557e-02 -1.80509053e-02]",1
"[-0.07633017  0.2443853   0.06168652  0.11646821 -0.03057146 -0.46160263
  0.06518104  0.5901167  -0.13499506 -0.24001989  0.01052526 -0.4714102
 -0.21229395  0.11080459  0.12002508 -0.27264136  0.05224595 -0.3490718
 -0.00924105 -0.41906524  0.19410172  0.11185315  0.18331406 -0.23045503
 -0.13342817  0.09460298 -0.2095708  -0.24569422 -0.26333144  0.04276932
  0.29106677  0.07024402  0.07369769 -0.17265059 -0.0810427   0.2951333
  0.05412816 -0.2804171  -0.12493916 -0.55162245  0.12798552 -0.28566745
 -0.14907865 -0.00962794  0.24060307 -0.00351087 -0.16762985 -0.03334168
  0.15589699  0.22744098  0.04193449 -0.2275966  -0.00090724 -0.12308497
 -0.2319774   0.1941123   0.14620377 -0.07288879 -0.26715642  0.05306605
  0.09556986  0.13826004 -0.09686236 -0.04184931 -0.32844096  0.29445872
  0.09650853  0.2058791  -0.46785334  0.40615106 -0.0570466   0.07702607
  0.2188214  -0.01211144  0.28140086  0.15439712  0.06148848 -0.03372661
 -0.26209173  0.03212028 -0.16684046 -0.04464976 -0.30269647  0.46847728
 -0.08099591  0.05475229  0.16966195  0.22583759  0.347894    0.11086471
  0.38029864  0.04978674 -0.07049978  0.09830956  0.41414484  0.43468377
  0.06677114 -0.35819718  0.08724608 -0.01739305]",1
"[-4.36680540e-02  1.32198542e-01  3.40992473e-02  6.60323948e-02
 -1.76340137e-02 -2.50605136e-01  3.53927352e-02  3.21181893e-01
 -7.25252554e-02 -1.31670505e-01  2.95425579e-03 -2.59772748e-01
 -1.17355317e-01  5.78006357e-02  6.41968772e-02 -1.46438792e-01
  3.00903916e-02 -1.91692874e-01 -5.03104646e-03 -2.27323309e-01
  1.03828996e-01  6.24011643e-02  9.82557014e-02 -1.23964742e-01
 -7.10675493e-02  5.22768013e-02 -1.15603067e-01 -1.33406579e-01
 -1.40735060e-01  2.40395982e-02  1.57778203e-01  3.99427079e-02
  3.73828858e-02 -9.36603770e-02 -4.40237857e-02  1.60020933e-01
  3.23124491e-02 -1.52739897e-01 -6.59724399e-02 -3.00516248e-01
  6.82436302e-02 -1.53877079e-01 -8.23104382e-02 -6.83445949e-03
  1.28396064e-01 -3.03883036e-03 -9.01956931e-02 -1.94018111e-02
  8.71877372e-02  1.22771166e-01  2.52838656e-02 -1.25858232e-01
 -6.11473151e-05 -6.63390234e-02 -1.28134072e-01  1.08091444e-01
  8.09781328e-02 -4.02877107e-02 -1.44663155e-01  2.75404286e-02
  5.70291169e-02  7.49764144e-02 -5.34083135e-02 -2.28052437e-02
 -1.78138658e-01  1.61004022e-01  5.12965657e-02  1.11414410e-01
 -2.52264857e-01  2.22982123e-01 -3.11979577e-02  4.11371812e-02
  1.21155791e-01 -5.17224800e-03  1.55428112e-01  8.44574347e-02
  3.58008593e-02 -2.14225482e-02 -1.42433882e-01  1.63348801e-02
 -9.12753791e-02 -2.35862415e-02 -1.66246489e-01  2.55182743e-01
 -4.40714993e-02  2.66574156e-02  9.02332738e-02  1.21351577e-01
  1.90131202e-01  6.05908893e-02  2.10096166e-01  2.76307538e-02
 -3.70915979e-02  5.31353466e-02  2.23554090e-01  2.37146467e-01
  3.59931663e-02 -1.95829585e-01  4.37955819e-02 -1.06526278e-02]",2
"[-6.28342405e-02  2.08752543e-01  5.19018508e-02  9.82819647e-02
 -2.43109241e-02 -3.89009953e-01  5.26338592e-02  4.99499649e-01
 -1.14250503e-01 -2.03475043e-01  8.11291207e-03 -4.01922286e-01
 -1.80032030e-01  9.45529342e-02  1.02109343e-01 -2.30784431e-01
  4.59568016e-02 -2.96346426e-01 -6.58603758e-03 -3.53036612e-01
  1.66851401e-01  9.48840007e-02  1.53373346e-01 -1.99530512e-01
 -1.12852879e-01  8.32274333e-02 -1.79803312e-01 -2.08639398e-01
 -2.22255826e-01  4.08365764e-02  2.46261254e-01  5.79772182e-02
  5.95473312e-02 -1.46307439e-01 -6.80050105e-02  2.48746261e-01
  4.33571525e-02 -2.37094462e-01 -1.06428437e-01 -4.66301858e-01
  1.07680626e-01 -2.41024002e-01 -1.24224909e-01 -5.05165383e-03
  2.03095123e-01 -2.65883096e-03 -1.40942276e-01 -3.04302666e-02
  1.32933244e-01  1.91756442e-01  3.71792093e-02 -1.94053873e-01
  1.78255621e-04 -1.05396390e-01 -1.97943076e-01  1.64271727e-01
  1.22667745e-01 -6.08884916e-02 -2.27816656e-01  4.51115891e-02
  8.25218484e-02  1.15898140e-01 -8.17909464e-02 -3.43044102e-02
 -2.77589500e-01  2.50942737e-01  8.28890204e-02  1.76639080e-01
 -3.97053301e-01  3.47867221e-01 -4.75784391e-02  6.35251701e-02
  1.86026290e-01 -1.28371753e-02  2.40262374e-01  1.30918562e-01
  5.34031838e-02 -2.91155651e-02 -2.21718699e-01  2.92066466e-02
 -1.45426393e-01 -3.95085216e-02 -2.58702070e-01  3.98937702e-01
 -7.00182617e-02  4.63192873e-02  1.46745428e-01  1.93433225e-01
  2.98372805e-01  9.54931006e-02  3.24502915e-01  4.45315391e-02
 -5.90429977e-02  8.26214924e-02  3.48316610e-01  3.67833018e-01
  5.65563776e-02 -2.99104929e-01  7.17622042e-02 -1.51835373e-02]",2
"[-0.07323807  0.2357322   0.05836079  0.11155263 -0.02740915 -0.4384936
  0.06254903  0.56259584 -0.1315069  -0.22620966  0.00863477 -0.45151997
 -0.20211598  0.10607208  0.11670888 -0.26001742  0.05134766 -0.33191845
 -0.00883406 -0.40235388  0.1871505   0.10564829  0.17524236 -0.2235604
 -0.12691863  0.09248883 -0.20458394 -0.23180293 -0.25230128  0.04410868
  0.27668086  0.06698178  0.06879258 -0.16579305 -0.07833258  0.28180164
  0.04942858 -0.2665109  -0.12190825 -0.52565646  0.12031429 -0.2727646
 -0.14111046 -0.00603575  0.22954398 -0.0055978  -0.16002262 -0.03180361
  0.15049683  0.2167756   0.04157351 -0.21920277  0.00063109 -0.11884259
 -0.22335371  0.18583107  0.13476431 -0.06846714 -0.25568253  0.05432629
  0.09176754  0.12740341 -0.09167103 -0.03704162 -0.3143531   0.28201663
  0.0938834   0.20117483 -0.4480424   0.39297715 -0.05420743  0.074109
  0.2082223  -0.01415042  0.2690625   0.14895855  0.05918394 -0.03254225
 -0.24984862  0.03083852 -0.16439337 -0.04648174 -0.29154432  0.45005322
 -0.07995724  0.053023    0.16345514  0.21600653  0.33493945  0.10688755
  0.3624985   0.04939762 -0.06541815  0.0923566   0.3931492   0.41294667
  0.06153672 -0.33774313  0.0844883  -0.01766612]",2
"[-0.04706142  0.14916365  0.03814173  0.07141355 -0.01835297 -0.28204697
  0.03959446  0.3592095  -0.0826346  -0.14511189  0.00810364 -0.2897401
 -0.13061708  0.06527117  0.0743302  -0.1677374   0.03243879 -0.21710114
 -0.00193668 -0.25461036  0.11940099  0.06839094  0.1108548  -0.14190269
 -0.08220363  0.0600186  -0.13037415 -0.15160969 -0.16107418  0.02783701
  0.1805402   0.04270765  0.04398738 -0.10519827 -0.05054622  0.17925858
  0.03143618 -0.17073838 -0.07913221 -0.3396821   0.07727791 -0.17531358
 -0.09001599 -0.00541021  0.14593434 -0.00207379 -0.10345869 -0.02050915
  0.09288818  0.13771112  0.02829197 -0.13909061 -0.00104602 -0.07524914
 -0.14487135  0.11810669  0.09075272 -0.04324179 -0.1644021   0.03239849
  0.05717631  0.08372327 -0.06026763 -0.02315554 -0.20121881  0.18193498
  0.05955686  0.12725134 -0.2879853   0.2524351  -0.03489447  0.04582804
  0.13144255 -0.00911828  0.17468034  0.09504328  0.03748041 -0.02010906
 -0.16007543  0.02080418 -0.10568141 -0.02797188 -0.18708102  0.2869736
 -0.04983584  0.03349014  0.10536188  0.13913687  0.21470137  0.06821319
  0.23395486  0.0316376  -0.04276594  0.06013475  0.25097597  0.26471454
  0.03869794 -0.21699739  0.05127216 -0.01126264]",2
"[-0.0849087   0.2702707   0.0691326   0.1269619  -0.03132673 -0.502291
  0.07175141  0.6457952  -0.15135814 -0.2605549   0.00930468 -0.5182472
 -0.23194261  0.12062938  0.13376813 -0.29813203  0.05918732 -0.38189885
 -0.0102828  -0.45867655  0.21085988  0.12211344  0.19912715 -0.25619376
 -0.14317805  0.10677875 -0.233124   -0.26627877 -0.28855044  0.05042462
  0.31576976  0.07707171  0.07829168 -0.1867993  -0.09008633  0.3226778
  0.0555097  -0.30761516 -0.13920754 -0.60787064  0.1363081  -0.31175116
 -0.15740106 -0.00523493  0.26253438 -0.00806972 -0.18555613 -0.03967355
  0.17018971  0.24814405  0.04463152 -0.25053987 -0.00075247 -0.13857083
 -0.25431967  0.20957232  0.15657996 -0.07867403 -0.293175    0.05813582
  0.10010362  0.1471254  -0.10076539 -0.04293444 -0.36572134  0.32419807
  0.10984387  0.22747192 -0.5123062   0.44834852 -0.06343118  0.08397421
  0.23843513 -0.01645793  0.3066952   0.17032398  0.06949279 -0.03954292
 -0.2884493   0.03713834 -0.18583025 -0.05090492 -0.3324355   0.5189913
 -0.08972261  0.06172574  0.18861179  0.24876362  0.38105935  0.12320444
  0.41374156  0.05640512 -0.07384805  0.1045372   0.4541231   0.47388527
  0.07220769 -0.38416928  0.09786391 -0.01807478]",1
"[-0.03510692  0.11472723  0.02607782  0.05203748 -0.01174168 -0.2132359
  0.03116931  0.27369067 -0.06209858 -0.11008391  0.00484298 -0.22126739
 -0.10131123  0.0506217   0.05576978 -0.124947    0.02261779 -0.16692866
 -0.00332506 -0.19245428  0.09241556  0.05081959  0.08338844 -0.10872699
 -0.06090629  0.04428237 -0.10079041 -0.11422238 -0.12285887  0.02090902
  0.13506703  0.03339125  0.02972004 -0.0804406  -0.03818686  0.13576357
  0.02547232 -0.12973386 -0.05729305 -0.25832167  0.05959405 -0.13341205
 -0.06468399 -0.00165434  0.11025189 -0.00184151 -0.07674549 -0.01478797
  0.07318172  0.10458713  0.02270653 -0.10738684  0.00120276 -0.05958369
 -0.11040344  0.08915109  0.06969952 -0.03199799 -0.12486637  0.02430571
  0.04557193  0.0655646  -0.0464364  -0.01614414 -0.15307654  0.13839379
  0.04489796  0.09397959 -0.21906382  0.19123194 -0.02720008  0.03703827
  0.10593931 -0.00734843  0.13244937  0.07264013  0.02863917 -0.01438503
 -0.12097882  0.0142373  -0.07797651 -0.02167781 -0.13938901  0.21701038
 -0.0402636   0.02716567  0.08121775  0.1064122   0.16183616  0.05206874
  0.17729606  0.02560236 -0.03232085  0.04694299  0.18904734  0.20140976
  0.02999256 -0.16380185  0.03933663 -0.00879266]",1
"[-0.06467292  0.20327476  0.04906269  0.0952215  -0.0229152  -0.3829862
  0.05484872  0.48774168 -0.11460642 -0.20031066  0.00840428 -0.39374664
 -0.17954169  0.09250328  0.101332   -0.22580893  0.04614754 -0.28985482
 -0.00433013 -0.34949768  0.16496417  0.09428218  0.15478224 -0.19076985
 -0.11200947  0.08146921 -0.17577346 -0.20429602 -0.21990612  0.03855597
  0.2446852   0.06117086  0.05788991 -0.14566806 -0.06844351  0.2452473
  0.0402307  -0.23452923 -0.10699111 -0.46136454  0.10645045 -0.2378853
 -0.11978623 -0.00275669  0.20198199 -0.00316316 -0.13745305 -0.03126305
  0.13103996  0.19053629  0.03861024 -0.1896854  -0.00226068 -0.10422456
 -0.19668919  0.15949519  0.11819771 -0.06041251 -0.22278765  0.04255566
  0.08147715  0.11390354 -0.07934529 -0.03331034 -0.27423248  0.24521106
  0.0833616   0.17481093 -0.38975263  0.34217048 -0.04503462  0.06331808
  0.18287289 -0.01118574  0.23856187  0.13265765  0.04870299 -0.02496826
 -0.21515898  0.02779054 -0.13919812 -0.03911373 -0.2543331   0.39111212
 -0.06709268  0.04616587  0.14515665  0.18981569  0.29220083  0.09044397
  0.3161507   0.04504412 -0.05726247  0.0793669   0.34198022  0.36227438
  0.0554858  -0.2962545   0.06858703 -0.01244046]",1
"[-0.06396558  0.21033905  0.04885554  0.09628687 -0.02081091 -0.39163488
  0.05579858  0.5062192  -0.1185163  -0.2037461   0.0088995  -0.40508783
 -0.18195991  0.0944074   0.10241301 -0.2333578   0.04559388 -0.29935095
 -0.00447112 -0.35983905  0.168105    0.0929806   0.15669547 -0.20039408
 -0.11302426  0.08245476 -0.18134034 -0.21004699 -0.22591196  0.04174265
  0.24915482  0.06083023  0.05910761 -0.15008059 -0.0678075   0.25293657
  0.04092906 -0.23851547 -0.11019288 -0.4723494   0.10912352 -0.24290355
 -0.12438492 -0.00339905  0.20511898 -0.00525189 -0.14111356 -0.0287427
  0.13379683  0.19365655  0.0366984  -0.19534256 -0.0006685  -0.10730953
 -0.20052622  0.16388912  0.12042963 -0.06046933 -0.22916955  0.04756402
  0.08436643  0.11448226 -0.08323669 -0.03167696 -0.28423426  0.25296736
  0.08537402  0.17732272 -0.40083015  0.35273552 -0.04874905  0.06454122
  0.18560532 -0.01171173  0.24090175  0.1334427   0.05342478 -0.02717402
 -0.2207059   0.02942598 -0.1474876  -0.04106399 -0.2630896   0.40218872
 -0.07396793  0.04700616  0.14887294  0.19724247  0.29973146  0.09561373
  0.3249651   0.04501827 -0.05822152  0.08311046  0.35111097  0.368298
  0.05478986 -0.30094072  0.0724081  -0.0159306 ]",2
"[-0.06160763  0.20166174  0.04645327  0.09710632 -0.02296892 -0.3786446
  0.05367526  0.48707035 -0.11361723 -0.19645779  0.00986988 -0.3934111
 -0.17632312  0.09103205  0.09849612 -0.2237446   0.04807504 -0.2915096
 -0.00283901 -0.3496537   0.16541892  0.09153882  0.15278868 -0.19440277
 -0.11068808  0.0813834  -0.17625098 -0.2032433  -0.2168768   0.04090419
  0.24101144  0.06138691  0.05743013 -0.14344534 -0.06778415  0.24697821
  0.03815063 -0.23025422 -0.10805929 -0.4554038   0.1044405  -0.23422107
 -0.12044799 -0.00575968  0.19975743 -0.00309576 -0.13923272 -0.02975995
  0.12983395  0.18876296  0.03246749 -0.18803018 -0.00091715 -0.09986711
 -0.19346784  0.1603877   0.11638585 -0.05905693 -0.22422054  0.04509289
  0.08251366  0.11124475 -0.08265787 -0.03007398 -0.27268603  0.24101496
  0.08155854  0.17341594 -0.38532612  0.34216458 -0.04565443  0.05906671
  0.17937605 -0.0117686   0.23009534  0.12710388  0.05082618 -0.0282502
 -0.21440643  0.02801218 -0.14269447 -0.04187093 -0.25679785  0.39097303
 -0.07177754  0.04538998  0.14293428  0.19165306  0.28866792  0.09000597
  0.31682354  0.03973746 -0.06008007  0.08023869  0.33612922  0.35775965
  0.0510028  -0.2927033   0.06888403 -0.01367951]",2
